Email IDs,Email Text,Email Type
mail.example.com,"Because of this:
http://hrw.org/press/2002/08/yahoo080902.htm
there are several of us who are in the BDSM lifestyle who are trying to 
encourage our local groups to find alternatives to yahoo groups as a way 
of communicating with each other.  I've set up a place to have maillists 
on my server for any group who wants to use it, but I was wondering if 
anyone knows of an alternative that allows all the bells and whistles that 
yahoo has, such as reminders, file storage, calendars, etc.  Anyone?
TIA,
Cindy-- 
""I don't take no stocks in mathematics, anyway"" --Huckleberry Finn
",Safe Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mail.example.com,empty,Phishing Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mail.example.com,valuable pha . rmacy more welcome to health suite . chek it out ! a cial m x viagr is valiu anax save yourself a huge 20 % off all re - order with us . we are the only store which gives this great deal to you . save your health and money !,Phishing Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mail.example.com,"final mid - year 2001 completed evaluation status below is the final report i plan to run on our progress in monitoring and tracking completed mid - year written evaluation forms across the north american employee base ( who were a part of the prc process ) . the results remain disappointing and i would again ask for your assistance in encouraging your direct reports to complete and send a copy of the final evaluation forms to their hr reps . please note the below illustrates forms registered back on employees personnel files and also that the support employees are shown under their related bu headings : enron wholesale services total on file enron americas 1079 548 50 . 8 % enron broadband services , inc 822 385 46 . 8 % enron canada corp 107 67 62 . 6 % enron engineering & operational services 968 407 42 . 0 % enron global markets 363 170 46 . 8 % enron industrial markets 192 122 63 . 5 % enron net works 1561 1011 64 . 8 % enron wholesale services 13 1 7 . 7 % wholesale ees 35 31 88 . 6 % ews - consolidated 5140 2742 53 . 3 % enron transportation services ets - consolidated 1259 483 * 38 . 4 % enron global assets and services ene asia - pacific / afr / ch llc 70 38 54 . 3 % enron caribbean basin llc 46 20 43 . 5 % enron india llc 25 9 36 . 0 % enron south america llc 28 10 35 . 7 % egas - consolidated 169 77 45 . 6 % enron energy services broadband networks construction 36 1 2 . 8 % ees north america , inc . 229 62 27 . 1 % enron energy services operations 1302 867 66 . 6 % integrated process technology 156 133 85 . 3 % ees - consolidated 1723 1063 61 . 7 % enron corp ecm treasury 98 39 39 . 8 % enron corp . 1120 662 59 . 1 % enron investment partners 7 2 28 . 6 % enron management , inc 21 5 23 . 8 % enron property & services 58 49 84 . 5 % enron corp . - consolidated 1304 757 58 . 1 % * ets did not require written evaluations for all staff .",Safe Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mail.example.com,"Martin, iwill try that, however i've only approved the minimal standard apps - I'll give it a go anyway. I think this is something more insidious than the standard adprogram - maybe i'm paranoid!!! Brian ----- Original Message ----- From: ""Martin Whelan"" To: Sent: Saturday, August 03, 2002 10:01 PM Subject: Re: [IIU] spyware calling home? > It may be worth removing all your apps from the approved list. (a bit of a > pain, I agree) then check the first app which makes the connection. With a > bit of luck it won't be anything standard > > At 21:47 03/08/02 +0100, you wrote: > >Unfortunately, I don't. ZoneAlarm normally gives that info but not this > >time. It just blocks the outward access and warns me that the attempt > >occurred. > >Brian > >----- Original Message ----- > >From: ""Martin Whelan"" > >To: > >Sent: Saturday, August 03, 2002 9:32 PM > >Subject: Re: [IIU] spyware calling home? > > > > > > > Do you know which app is making the connection? > > > > > > > > > At 20:18 03/08/02 +0100, you wrote: > > > >Hello all > > > >I'm looking for advice. My pc has developed a disturbing tendency of > >trying > > > >to access IP 62.17.143.253 without my consent. It has got to the stage > >where > > > >normal web-browsing is almost impossible. > > > >I have checked IP address on RIPE database and I know precisely who is > >being > > > >called. I contacted that company on 14 July, when the problem first arose > > > >and asked for a remedy but (surprise) got no reply. > > > >A helpful person on the ie.comp list suggested Adaware spyware removal. I > > > >ran this and haven't had a problem again until today. > > > >The offending program is obviously not in Adaware db. (I run adaware with > > > >current ref files every day now).? > > > >Any suggestions, please, for removing whatever the f*** is causing this > > > >from my pc? > > > >Brian > > > > > > > > > > > >_______________________________________________ > > > >IIU mailing list > > > >IIU@iiu.taint.org > > > >http://iiu.taint.org/mailman/listinfo/iiu > > > > > > ======================================================================== > > > Martin Whelan | DÃ©ise Design | www.deisedesign.com | Tel : 086-8888975 > > > > > > "" Our core product DÃ©iseditor Â© allows organisations to publish > >information > > > to their web site in a fast and cost effective manner. There is no need > >for > > > a full time web developer, as the site can be easily updated by the > > > organisations own staff. > > > Instant updates to keep site information fresh. Sites which are updated > > > regularly bring users back. Visit www.deisedesign.com/deiseditor.html for > >a > > > demonstration "" > > > > > > DÃ©iseditor Â© "" Managing Your Information "" > > > ======================================================================== > > > > > > _______________________________________________ > > > IIU mailing list > > > IIU@iiu.taint.org > > > http://iiu.taint.org/mailman/listinfo/iiu > > > > > > >_______________________________________________ > >IIU mailing list > >IIU@iiu.taint.org > >http://iiu.taint.org/mailman/listinfo/iiu > > ======================================================================== > Martin Whelan | DÃ©ise Design | www.deisedesign.com | Tel : 086-8888975 > > "" Our core product DÃ©iseditor Â© allows organisations to publish information > to their web site in a fast and cost effective manner. There is no need for > a full time web developer, as the site can be easily updated by the > organisations own staff. > Instant updates to keep site information fresh. Sites which are updated > regularly bring users back. Visit www.deisedesign.com/deiseditor.html for a > demonstration "" > > DÃ©iseditor Â© "" Managing Your Information "" > ======================================================================== > > _______________________________________________ > IIU mailing list > IIU@iiu.taint.org > http://iiu.taint.org/mailman/listinfo/iiu >_______________________________________________ IIU mailing list IIU@iiu.taint.org http://iiu.taint.org/mailman/listinfo/iiu",Safe Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mail.example.com,"nuerological hair protocols the cheappesst prescription drruggs v ' 1 * c - o . d * 1 _ n 75 o m . gg 3 o pills 169 . 0 o more info same day shlpp 1 ng to qult best regards , valerie whitehead wiremonger cpc - cellular process chemistry systems , frankfurt / main , germany phone : 664 - 114 - 3615 mobile : 453 - 411 - 3587 email : hugchr @ freewebe . com this is an auto - generated message - please do not reply to this message this freeware is a 68 decade usage file notes : the contents of this message is for usage and should not be protest arclength reeves transplantation cbs time : tue , 04 jan 2005 16 : 17 : 39 + 0200",Phishing Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mail.example.com,empty,Phishing Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mail.example.com,"great prices on generic viagra - worldwide shipping . hi , we have an offer for you . buy viagra through our online store . the product is called zenegra ( generic viagra ) . it helps men obtain and maintain an erection . men that do not have impotence problems report that z _ e _ n _ e _ g _ r _ a increases sexual pleasure and staying power , as well as increasing the size and hardness of erections . - private online ordering - no prescription required - world wide shipping - much lower prices than in normal pharmacies order your drugs offshore and save over 70 % ! check it out : http : / / www . v - lineinc . com / genv / ? index no thanks : http : / / v - lineinc . com / rm . html",Phishing Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mail.example.com,empty,Phishing Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mail.example.com,"2nd call for papers : dgfs meeting 1998 call for papers as part of the annual meeting of the german linguistic society ( deutsche gesellschaft fuer sprachwissenschaft ) , to be held in halle ( saale ) , germany , march 4 - 6 1998 , there will be a workshop ( arbeitsgruppe ) on the following topic : the role of functional categories in language contact and change in current syntactic theory functional categories play an important role in determining the structure of clauses and noun phrases . while in ` regular ' language change the content of functional categories seems to be relatively stable , in many language contact situations , e . g . creolization , code-switching , functional categories are lost and , subsequently , reconstituted . a major issue hereby is on which grammatical knowledge speakers model the reconstitution of these elements . some of the specific questions to be adressed in this session are : ( i ) which functional categories are necessarily reconstituted , and which are not ? this relates to the issues of universality ( or ug - compatibility ) and markedness of functional categories ; ( ii ) what type of functional categories are reconstituted : those that contribute to meaning ( lf - interpretable ) , or those that only convey grammatical information , or both ? ; ( iii ) which lexical categories are used as a model for reconstitution and , consequently , are reinterpreted as functional categories ? ; ( iv ) from which language ( s ) in the contact situation are the ( lexical or grammatical ) elements drawn used for reconstitution of functional categories ? papers will are relevant to this topic are invited . papers should take 30 minutes , to be followed by 15 minutes of discussion . a one-page abstract should be sent ( preferably by e-mail ) to the organizer ( address below ) by september 1 , 1997 . dr . t . veenstra instituut voor algemene taalwetenschap universiteit van amsterdam spuistraat 210 nl-1012 vt amsterdam tel 00 . 31 . 20 . 525 . 3858 fax 00 . 31 . 20 . 525 . 3021 e-mail t . veenstra @ let . uva . nl",Safe Email,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
